algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_train,nnaa_test_original
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,12,13,,1.4901296283540568,0.3469027777777778,0.3004169999999999,0.370833,0.6712499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,13,14,,2.372717467518535,0.3615416666666667,0.3355830000000001,0.376667,0.71225
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,14,15,,2.103899193275553,0.3492083333333333,0.27533299999999994,0.406667,0.6819999999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,15,16,,1.0696604080485643,0.3076805555555555,0.2975,0.35,0.6475
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,16,17,,1.617937866638822,0.3109722222222222,0.26725,0.39,0.65725
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,17,18,,1.8101364263336952,0.3157638888888889,0.307833,0.359167,0.667
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,18,19,,1.7254471963023463,0.3046388888888889,0.223667,0.433333,0.657
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,19,20,,2.379455201016243,0.322875,0.210333,0.469167,0.6795
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,20,21,,1.117023601529736,0.3373055555555556,0.29050000000000004,0.3825,0.673
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,21,22,,1.225987850403724,0.2984166666666667,0.274667,0.395833,0.6705
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,22,23,,0.9871654148388253,0.31525,0.24483300000000008,0.401667,0.6465000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,23,24,,1.2642036448525231,0.3047916666666666,0.25058299999999994,0.404167,0.6547499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,24,25,,1.0623384984333706,0.3272916666666667,0.23383300000000007,0.406667,0.6405000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,25,26,,2.0615650333825974,0.3034444444444444,0.23416700000000001,0.410833,0.645
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,26,27,,1.613633276589995,0.3079027777777778,0.194917,0.468333,0.66325
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,27,28,,2.6297405567991787,0.3398055555555555,0.213667,0.450833,0.6645
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,28,29,,2.132017837865681,0.3328472222222223,0.22716700000000006,0.445833,0.673
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,29,30,,1.7160481512387982,0.3637777777777777,0.25741700000000006,0.440833,0.69825
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,31,32,,1.3320221911761,0.2914305555555556,0.30341700000000005,0.338333,0.64175
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,33,34,,1.678872341823125,0.363625,0.26624999999999993,0.465,0.73125
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,34,35,,2.038032642951663,0.3563194444444446,0.26958299999999996,0.441667,0.7112499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,35,36,,1.0550385678419243,0.3113611111111111,0.29658299999999993,0.344167,0.6407499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,36,37,,1.96203432182779,0.3173333333333333,0.20991700000000002,0.438333,0.64825
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,37,38,,1.6300370706181118,0.296611111111111,0.215833,0.399167,0.615
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,38,39,,1.93602895939108,0.3537083333333334,0.30300000000000005,0.39,0.6930000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,39,40,,0.9053740458315588,0.2993611111111111,0.22841699999999993,0.388333,0.6167499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,40,41,,1.3226454291885812,0.3095972222222222,0.26558299999999996,0.389167,0.6547499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,41,42,,1.8226571603537232,0.3142222222222223,0.21458300000000002,0.451667,0.66625
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,42,43,,0.904327811153245,0.3070555555555555,0.21733299999999994,0.414167,0.6315
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,43,44,,1.3286932921908032,0.3445694444444445,0.18625000000000003,0.4675,0.65375
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,44,45,,1.8869615925212335,0.3272916666666666,0.283,0.3875,0.6705
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,45,46,,1.3642825135402077,0.2955555555555557,0.23250000000000004,0.4,0.6325000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,46,47,,1.9613650681365389,0.3518472222222222,0.26241699999999996,0.398333,0.66075
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,47,48,,1.5383616158003393,0.3221805555555554,0.26975,0.4025,0.67225
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,48,49,,1.5661762667353851,0.3118611111111111,0.3062499999999999,0.3425,0.6487499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,49,50,,1.983678456109215,0.3540416666666666,0.24491699999999994,0.405833,0.6507499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,50,51,,1.654233171272008,0.316013888888889,0.30808300000000005,0.341667,0.64975
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,51,52,,1.1831262176142177,0.2899444444444444,0.251,0.375,0.626
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,52,53,,1.492908314779693,0.3221805555555556,0.289583,0.366667,0.65625
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,53,54,,1.6536635659601386,0.3654027777777778,0.3107499999999999,0.3825,0.6932499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,54,55,,2.4801091220067573,0.3233750000000001,0.363,0.3075,0.6705
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,55,56,,1.62602185227249,0.3198194444444445,0.28191700000000003,0.403333,0.68525
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,56,57,,2.1946816814115535,0.326625,0.372083,0.346667,0.71875
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,57,58,,1.1421769956719805,0.3196944444444444,0.2538329999999999,0.394167,0.6479999999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,58,59,,2.7631004119746185,0.3418472222222222,0.23249999999999998,0.45,0.6825
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,61,62,,1.42438608389318,0.3008472222222222,0.27725,0.365,0.64225
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,62,63,,1.9986246513192536,0.3555694444444444,0.28183299999999994,0.404167,0.6859999999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,63,64,,1.3628588746021228,0.3320416666666667,0.28200000000000003,0.395,0.677
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,64,65,,1.8794146139970325,0.3291388888888888,0.3183330000000001,0.386667,0.7050000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,65,66,,1.3285495316785114,0.3098055555555555,0.24625000000000008,0.4175,0.6637500000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,66,67,,1.7330635932501413,0.3183472222222223,0.29000000000000004,0.365,0.655
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,67,68,,1.811700118417579,0.3278194444444445,0.2464170000000001,0.380833,0.6272500000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,68,69,,2.0611116018862123,0.3262638888888888,0.24991700000000006,0.395833,0.64575
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,69,70,,1.711052756724252,0.3737777777777777,0.363083,0.371667,0.73475
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,70,71,,1.5087252906718722,0.3098333333333333,0.34041699999999997,0.300833,0.64125
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,71,72,,1.0413173266373756,0.3139027777777778,0.2541670000000001,0.388333,0.6425000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,72,73,,1.094881908469968,0.2871388888888889,0.3095,0.3075,0.617
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,73,74,,1.9592384220922776,0.3093472222222223,0.21208299999999997,0.429167,0.64125
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,74,75,,1.49245943497323,0.3380555555555554,0.314417,0.383333,0.69775
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,75,76,,1.650375951642543,0.3172638888888888,0.275417,0.385833,0.66125
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,76,77,,1.012119422718376,0.2888194444444445,0.22174999999999995,0.3875,0.60925
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,77,78,,1.650425441567219,0.3670416666666666,0.35683300000000007,0.344167,0.7010000000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,78,79,,1.280678058987097,0.3744722222222222,0.367167,0.333333,0.7005
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,79,80,,1.4802040273636303,0.3069861111111111,0.2458329999999999,0.394167,0.6399999999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,80,81,,1.7718966159918317,0.3700416666666666,0.29916700000000007,0.385833,0.685
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,81,82,,1.481308182660356,0.3164166666666668,0.252417,0.410833,0.66325
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,82,83,,1.075779131915178,0.3442777777777778,0.254,0.4075,0.6615
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,84,85,,1.3288025053786516,0.3240416666666667,0.264167,0.383333,0.6475
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,86,87,,2.160011294221748,0.3898611111111112,0.306667,0.430833,0.7375
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,87,88,,1.3693728713400537,0.3085694444444444,0.188417,0.433333,0.62175
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,88,89,,1.2443894135120108,0.3235694444444445,0.25958300000000006,0.394167,0.65375
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,89,90,,1.4088123719964094,0.3101805555555555,0.234917,0.423333,0.65825
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,90,91,,1.6069529644211942,0.3182361111111111,0.26399999999999996,0.3875,0.6515
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,91,92,,1.7419447903829894,0.3244305555555555,0.290417,0.388333,0.67875
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,92,93,,1.850038222392561,0.3539166666666667,0.31525000000000003,0.355,0.67025
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,93,94,,1.1889896074779778,0.3294722222222221,0.31808299999999995,0.356667,0.67475
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,94,95,,1.3841080885007246,0.3270833333333333,0.29525,0.365,0.66025
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,95,96,,1.950194904749267,0.3296805555555556,0.23008300000000004,0.444167,0.67425
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,96,97,,2.091876314061091,0.3378055555555555,0.27649999999999997,0.385,0.6615
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,97,98,,1.664204651547524,0.3562083333333333,0.312333,0.389167,0.7015
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,98,99,,1.809013631543176,0.3197083333333334,0.19974999999999993,0.465,0.66475
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,99,100,,1.638874267794183,0.309625,0.30724999999999997,0.3475,0.6547499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,100,101,,1.666468366691148,0.3309722222222221,0.3022500000000001,0.3775,0.6797500000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,101,102,,2.2525028053197453,0.3228888888888888,0.20175000000000004,0.4725,0.67425
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,102,103,,1.8254659446329224,0.3255833333333334,0.336083,0.344167,0.68025
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,103,104,,1.3321426965688123,0.3146666666666666,0.29925,0.375,0.67425
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,104,105,,1.8949768976317896,0.3473472222222222,0.2894169999999999,0.385833,0.6752499999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,20,105,106,,1.7790589141914894,0.3265416666666667,0.30050000000000004,0.3625,0.663
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,155,1,,1.1485484564982131,0.2749861111111111,0.10583300000000001,0.477667,0.5835
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,156,2,,1.1922508937549958,0.2824722222222222,0.19016700000000003,0.405333,0.5955
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,157,3,,0.8847962776748732,0.2733055555555556,0.150833,0.428667,0.5795
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,158,4,,0.9330364416189856,0.2749583333333334,0.16966699999999996,0.418333,0.588
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,159,5,,0.7227004698307549,0.3002361111111111,0.16466699999999995,0.418333,0.583
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,160,6,,1.0147038355649676,0.2796111111111111,0.174,0.431,0.605
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,161,7,,0.5722520778642118,0.2675277777777778,0.132083,0.449667,0.58175
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,162,8,,0.8074452028108534,0.2872638888888889,0.14799999999999996,0.444,0.592
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,164,10,,0.7906400500373494,0.2682916666666666,0.16675,0.422,0.58875
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,165,11,,0.8068247103245682,0.2860833333333333,0.23308300000000004,0.377667,0.61075
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,166,12,,1.0572352580049136,0.2769861111111111,0.19524999999999998,0.42,0.61525
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,168,14,,0.5857200926416719,0.2618611111111111,0.11074999999999996,0.445,0.55575
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,169,15,,0.9865016054815848,0.2656666666666667,0.14625000000000005,0.437,0.58325
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,170,16,,0.6283119686071241,0.2825,0.16850000000000004,0.416,0.5845
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,172,18,,1.0911334712270375,0.28925,0.10999999999999999,0.5,0.61
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,173,19,,0.6527894663788197,0.28175,0.11541699999999999,0.461333,0.57675
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,174,20,,0.765174406325768,0.29975,0.15083299999999994,0.470667,0.6214999999999999
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,175,21,,0.6279062083525541,0.2576944444444444,0.090167,0.467333,0.5575
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,176,22,,1.1044384506023364,0.2824305555555555,0.17625000000000007,0.431,0.6072500000000001
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,177,23,,1.1322253146280798,0.2820416666666666,0.182083,0.429667,0.61175
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,178,24,,1.0535982974811635,0.2798055555555556,0.16391699999999992,0.436333,0.60025
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,179,25,,1.1274333416717834,0.2819166666666667,0.19424999999999998,0.412,0.60625
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,180,26,,0.8381997830852774,0.2814444444444445,0.16399999999999998,0.432,0.596
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,181,27,,0.701499397975666,0.2671666666666668,0.16550000000000004,0.41,0.5755
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,182,28,,1.5231506856289387,0.3052499999999999,0.22700000000000004,0.408,0.635
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,183,29,,0.8745791367623577,0.282625,0.18716700000000003,0.433333,0.6205
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,184,30,,0.8681303166575495,0.2839722222222222,0.18033299999999997,0.412667,0.593
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,185,31,,1.8772488886733436,0.2974583333333334,0.20975,0.393,0.60275
vanilla,original,"x3_0,x1_0,x5_0,x0_0,x4_0,x8_0,x7_0,x6_0,x2_0",no_graph,0,0,0,50,187,33,,0.8314401956012871,0.2773333333333333,0.17458299999999993,0.407667,0.5822499999999999
